9000,8868,0.985333333
[-178.12113165],[4.95697411],[-0.81750449]
[-177.18152907],[26.48693905],[-1.36906445]
[-177.22099428],[29.62437648],[-1.55013192]
[-176.50319329],[31.94992457],[-1.40831952]
[-175.61539485],[34.90170793],[-0.31760703]
[-177.0321086],[34.96650474],[-0.46338913]
[-176.92003073],[34.72626141],[-0.64390058]
[-176.77372956],[31.74969452],[-0.47896108]
[-178.50070447],[-21.69563797],[0.14045003]
[-179.06471555],[-22.36363688],[-0.16005064]
[179.56119482],[-23.03103214],[-0.21098594]
[-179.76941471],[-24.85297158],[-0.09548379]
[179.10473496],[-25.94177741],[0.22769363]
[179.01377402],[-23.69139897],[-0.16936334]
[179.85092842],[-24.14617829],[0.12470239]
[-179.67641016],[-25.03807944],[0.40472031]
[-178.92936434],[-25.12694988],[-0.14955048]
[-178.12154017],[-25.65856729],[0.10891196]
[-179.37966106],[-25.02246492],[0.13329603]
[-179.24385293],[-24.84160673],[-0.16040137]
[-178.64063328],[-25.054182],[0.0070884]
[-178.01789371],[-24.13984298],[-0.31334943]
[-178.34831138],[-23.57342696],[-0.16081297]
[-178.0853284],[-23.70299786],[-0.04043094]
[-178.22145343],[-25.55117688],[-0.19160429]
[-179.48835898],[-23.03592052],[0.14590293]
[-178.92673006],[-23.47427652],[0.29986575]
[-177.32881357],[-22.65051205],[0.37031924]
[-177.8145276],[-20.48314229],[0.63357018]
[-178.2046168],[21.32477942],[0.2443605]
[-176.36656539],[23.48239882],[1.3163161]
[-174.82317104],[32.27086603],[1.56934683]
[-173.88644138],[37.92201019],[2.56652767]
[-173.49036877],[39.57854515],[2.64798223]
[-172.34141411],[40.4600311],[2.79020403]
[-170.76112751],[41.06529009],[3.04951079]
[-171.37569244],[41.64801205],[2.58619694]
[-170.73470843],[41.76413057],[2.91942115]
[-171.58706715],[43.16773576],[2.60134186]
[-170.41291229],[42.05239077],[3.54737273]
[-169.52388858],[41.99073301],[4.03572742]
[-170.16862557],[42.3963504],[4.61552604]
[-170.78678329],[41.28477487],[4.23410912]
[-169.30707339],[41.29945677],[4.74036754]
[-170.71066193],[40.2814058],[2.70246062]
[-172.61683046],[37.36655589],[1.81746309]
[-171.68243055],[36.14717346],[1.27062613]
[-173.24443451],[38.34523044],[0.79437297]
[-172.67579081],[35.41983295],[0.22909545]
[-172.67359547],[35.85789761],[0.03099312]
[-172.52915466],[37.17886434],[0.29346789]
[-172.12060219],[35.3535368],[-0.12795466]
[-171.70305536],[33.51232418],[0.084359]
[-172.3137279],[35.29166489],[-0.22275953]
[-171.37296826],[32.07698557],[0.35126337]
[-171.50653973],[31.64703903],[0.11898139]
[-171.79779037],[33.18490135],[-0.29350293]
[-170.64200138],[32.38355831],[0.69549165]
[-170.28961521],[26.88641234],[1.0365843]
[-169.15545727],[26.07306897],[2.54242551]
[-167.65326768],[25.93817226],[3.43693496]
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
[-162.3053108],[-19.76190889],[9.20657373]
[-161.29423362],[-17.79034507],[8.65654429]
,,
[-164.27432188],[-22.34096688],[7.81841557]
[-162.67169048],[-19.8827068],[7.09249306]
[-164.7885808],[-21.79362397],[6.34169889]
[-165.82786413],[-20.49102997],[7.49443332]
[-166.495666],[-18.80188918],[7.84708452]
[-167.72935658],[-20.00591048],[8.05868246]
[-167.25798306],[-18.62106886],[9.72959031]
[-166.55218214],[-19.59864136],[9.3508409]
[-167.86951927],[-19.63167941],[9.30408399]
[-168.60568684],[-21.80250701],[8.76617902]
[-168.74328008],[-21.16581293],[8.51155448]
[-168.17588406],[-20.115138],[7.90706484]
[-171.60521527],[-22.23421366],[8.47835904]
[-169.22528973],[-23.32327836],[8.16604744]
[-170.78436488],[-20.40249326],[8.49574936]
[-169.82387625],[-20.46261465],[8.36090981]
[-171.31874692],[-17.95455486],[8.73614468]
[-170.78108312],[-18.1515202],[8.18415877]
[-170.5789926],[-22.33352008],[8.02053788]
[-170.49532736],[-23.32978035],[8.02902353]
[-170.87255816],[-23.7076304],[7.85081202]
[-172.61128499],[-23.35856147],[8.2106008]
[-171.52221172],[-23.55794987],[7.76676125]
[-172.39651254],[-22.74527565],[7.79386284]
[-172.61105353],[-19.96521687],[7.96809918]
[-173.00338813],[-19.83639108],[8.50753628]
[-171.94827823],[-18.29433355],[7.55751847]
[-170.49243304],[-20.0923255],[7.57275048]
[-172.44602222],[-19.9057721],[7.63613011]
[-173.16967097],[-19.73203709],[7.35445746]
[-172.59034983],[-20.44762928],[7.42130259]
[-171.9474749],[-17.67646147],[7.55168225]
[-171.88132397],[-18.958174],[7.44288265]
[-174.01932141],[-18.82412317],[7.36521581]
[-171.71613246],[-20.87060927],[7.00212797]
[-172.22782704],[-21.30952374],[6.53639745]
[-172.38452732],[-20.13522819],[6.50182434]
[-171.89383775],[-16.84575678],[7.44426533]
[-171.88799626],[-18.43402275],[7.40672559]
[-172.35309018],[-20.06622198],[7.3117484]
[-172.11695118],[-18.35333778],[7.44749217]
[-172.70106327],[-19.71257969],[7.27783874]
[-172.19730908],[-23.16349816],[6.34502479]
[-172.57479822],[-25.29675651],[6.20675858]
[-172.74163732],[-27.359535],[5.26575531]
[-172.17888676],[-25.92593914],[4.62650125]
[-173.79368955],[-27.78313217],[4.96574028]
[-173.46580884],[-28.60761653],[5.0117774]
[-172.2412298],[-26.15547364],[4.33300367]
[-171.99991994],[-24.64933704],[4.13633699]
[-174.30854386],[-26.60764196],[5.08313056]
[-173.11292909],[-23.64881891],[5.24211674]
[-173.26743732],[-27.54079008],[4.67642642]
[-172.48210007],[-25.57467549],[3.28849537]
[-173.31908084],[-27.0139925],[2.14999918]
[-174.52156026],[-25.43226535],[0.95531943]
[-174.2116115],[-27.6982343],[-0.46525916]
[-171.7676004],[-29.28526476],[-2.77903968]
[-172.77561987],[-31.94183595],[-4.97500363]
[-171.32166063],[-32.6744057],[-5.25475074]
[-168.68418843],[-30.95992292],[-7.76744384]
[-168.06044515],[-29.18298936],[-9.84846188]
[178.64045674],[-29.88726682],[-7.22833491]
[-166.2734272],[-30.68412098],[-11.06992355]
[-167.4139445],[-29.58944575],[-10.29731871]
[-165.31644607],[-30.55464367],[-9.7139321]
[-163.76603391],[-30.29087818],[-10.44393193]
[-163.89624534],[-31.23762081],[-10.49410889]
[177.48546292],[-29.55992369],[-5.80912582]
[-176.61726783],[-28.69628844],[-5.43401544]
[-174.83450008],[-32.85641032],[-5.50126517]
[-171.46736801],[-29.05886546],[-7.12035375]
[-175.49121466],[-33.38664974],[-4.87252081]
[-162.07195927],[-31.82140432],[-6.09113802]
[-172.10091309],[-43.34161927],[171.57043455]
[-172.76594358],[-26.948627],[-7.94441835]
[-177.46257026],[-27.67650343],[-6.73953493]
[-173.61149066],[-30.17795704],[-6.70058645]
[-165.42991125],[-27.22277194],[-5.13777209]
[-171.59708871],[-28.17050714],[-8.60912142]
[-165.77854644],[-29.41817708],[-6.04161716]
[-168.29071327],[-33.06486849],[-8.03117856]
[-168.09798137],[-30.89021679],[-7.72042556]
[-167.53462611],[-32.0348888],[-8.932018]
[-168.36518529],[-32.77091813],[-8.88231078]
[-163.91552693],[-30.09723911],[-9.37340459]
[-165.1950475],[-29.46986197],[-8.61100419]
[-164.30918889],[-29.75882759],[-8.10892336]
[-166.50085299],[-30.94101334],[-7.11846457]
[-165.26120479],[-29.78376699],[-7.7080432]
[-168.36904099],[-33.03101271],[-6.6556272]
[-167.85108222],[-30.00241309],[-7.92145007]
[-167.31053052],[-29.11734704],[-8.15786969]
[-166.13916789],[-28.4162013],[-8.68330455]
[-170.40169696],[-30.73790753],[-7.46415202]
[-167.33626205],[-29.14634096],[-8.95912059]
[-165.63420065],[-26.64106601],[-9.02490557]
[-165.59262297],[-24.97522006],[-11.05305606]
[-166.50597964],[-28.05850077],[-9.87057124]
[-164.83309543],[-23.14163304],[-10.66566265]
[-167.82907279],[-28.7279425],[-9.3002982]
[-168.71366512],[-25.17871492],[-8.65532961]
[-165.67605152],[-24.4704284],[-8.91788639]
[-164.13910604],[-21.9229138],[-8.57330696]
[-162.78428861],[-19.91582667],[-9.17794786]
[-165.61621072],[-22.05115301],[-6.82147165]
,,
,,
,,
,,
[-159.92761352],[-21.53381705],[-10.62278699]
[-162.81998464],[-21.9142937],[-9.99889346]
[-161.10330193],[-20.50869079],[-8.94639928]
[-164.51726853],[-22.62151568],[-5.40012887]
[-169.29764994],[-29.47258702],[0.69969049]
[-168.36897341],[-26.48118808],[2.53470986]
[-172.79135973],[-31.36046721],[5.31873685]
[-173.53578249],[-30.5307829],[7.22283982]
[-175.61176364],[-31.08884822],[7.96286305]
[-179.3303538],[-26.90562906],[6.13809304]
[178.1969792],[-27.34569131],[8.25725819]
[-177.36610906],[-33.14824818],[9.00323968]
[-178.71267701],[-33.70789253],[9.63598488]
[-179.26898577],[-33.42133638],[10.0509215]
[-178.28110725],[-34.37744861],[9.37033561]
[-178.34922252],[-31.20235484],[8.03155968]
[-176.11568584],[-29.20641505],[8.91487349]
[-175.73558721],[-27.60747956],[8.07004589]
[-176.38396369],[-30.8683273],[7.1529916]
[-176.29454911],[-33.2833051],[7.28229623]
[-178.0263319],[-27.18612528],[6.54430212]
[-176.48753353],[-30.22192291],[6.20036169]
[-177.08874257],[-26.76687218],[6.00967936]
[-177.31940063],[-28.14518454],[5.22922469]
[-177.2081628],[-30.000251],[4.52313041]
[-177.14351419],[-27.99994592],[3.97967948]
[-177.65325017],[-26.69356701],[3.05937618]
[-177.99848502],[-26.7840783],[1.4678396]
[-178.51168313],[-24.44818259],[1.6173751]
[-177.12856301],[-24.69135108],[2.63391041]
[-176.91493635],[-19.65973433],[4.5111089]
[-176.3739315],[-15.11081419],[6.54868957]
[-173.84382785],[19.09464471],[10.95192915]
[-170.94229215],[23.42254977],[13.0170804]
[-170.56715572],[22.46742511],[12.41018204]
[-170.41717516],[20.9023553],[11.7908088]
[-171.41999316],[22.50401954],[11.53381418]
[-172.50135262],[11.5505626],[10.31199354]
[-171.18103382],[22.58119085],[11.60784544]
[-173.32102934],[-2.43414759],[9.42280712]
[-169.22866549],[26.21455883],[11.71133015]
[-170.0460731],[28.08184692],[11.98338218]
[-169.54981484],[24.10489598],[12.45764592]
[-168.95647777],[29.67925011],[13.16390608]
[-169.79020855],[26.30565231],[12.15651989]
[-170.49487191],[29.98761895],[11.91092699]
[-169.77986273],[30.15665264],[10.62342238]
[-171.78007563],[27.3158339],[8.59952585]
[-178.45167056],[3.5559137],[6.42876455]
[-177.32984754],[-8.53759313],[3.31518975]
[-178.02303923],[4.27051354],[1.80495519]
[-174.36272702],[26.80387667],[2.89039856]
[-172.51831879],[30.05092686],[3.08277004]
[-178.64855453],[-14.49550821],[2.79758457]
[-179.15398125],[-13.10324592],[2.71054114]
[-179.74235478],[-14.0852867],[2.82152476]
[-179.53324136],[-14.05660571],[2.41086209]
[-177.21184323],[-13.7830849],[2.97983498]
[-178.2734061],[-16.26242376],[2.76785194]
[-178.29959357],[-18.1585873],[3.23577028]
[-178.66515203],[-20.24678051],[3.64912356]
[-179.30749752],[-21.54852161],[4.2463006]
[-179.18419841],[-22.17647629],[4.21019724]
[-178.93618277],[-21.45697029],[4.86354481]
[-177.70598426],[-24.58457735],[4.88819714]
[-177.23477046],[-24.65358353],[4.88211743]
[-177.828428],[-25.49288029],[4.35227083]
[-177.96327871],[-25.33378907],[4.09126063]
[-178.26453132],[-24.70985133],[3.90275306]
[-178.26631424],[-27.91584798],[3.604973]
[-177.71996651],[-26.95222728],[3.81838742]
[-177.45290238],[-28.1788496],[3.64221193]
[-178.00890831],[-28.0298866],[3.32862593]
[-176.66604945],[-29.77420971],[2.68430398]
[-176.38838182],[-29.42593324],[2.32735169]
[-177.37012527],[-28.55256608],[2.56586561]
[-177.18324775],[-30.34870124],[1.82890924]
[-175.84799717],[-29.04328429],[2.55456494]
[-175.63152876],[-31.85779257],[1.21303637]
[-177.96999479],[-31.56813092],[2.56568613]
[-176.92699841],[-29.42646056],[2.89025163]
[-176.16648783],[-30.3497168],[2.73110612]
[-174.3164543],[-31.24686136],[2.96976949]
[-174.35491377],[-28.71563046],[3.56783427]
[-173.54582685],[-28.4355933],[3.886599]
[-174.37527166],[-31.38440259],[4.97217094]
[-174.53915967],[-31.28368027],[4.97143032]
[-175.94789369],[-29.59267625],[5.0694863]
[-174.61856923],[-29.51085886],[5.20787029]
[-174.62327198],[-24.94588903],[6.26477957]
[-172.51387331],[-24.42105488],[5.53925052]
[-170.08333661],[-22.28095575],[6.35426045]
[-168.86129291],[-22.49568121],[6.14366808]
[-168.01351988],[-17.33147114],[6.87460934]
[-165.80665018],[-13.53335504],[6.52298371]
[-165.52288377],[-14.43599302],[6.05575827]
[-164.56852852],[-13.47859404],[5.88025492]
[-164.54718678],[-16.85506271],[5.67207796]
[-166.75832901],[-16.75983343],[5.31286384]
[-164.51711275],[-18.27809912],[5.54586529]
[-167.48563152],[-19.17211582],[6.5984278]
[-166.55427714],[-18.33943113],[6.3215548]
[-165.04287556],[-20.01991121],[6.18691896]
[-165.62783117],[-20.80429842],[6.36292355]
[-167.312756],[-17.70500566],[6.60884607]
[-167.29187341],[-16.04197924],[6.09355639]
[-167.74642844],[-20.33175688],[6.30913358]
[-169.44054329],[-19.36017585],[6.07387491]
[-169.65608685],[-23.17713821],[5.27096533]
[-171.07333221],[-22.36221128],[3.35726601]
[-170.0090566],[-28.540491],[1.70317117]
[-171.01977813],[-27.68470473],[1.47929479]
[-173.43472624],[-29.582178],[1.02377745]
[-173.04174912],[-29.32948772],[1.05754675]
[-174.79628965],[-30.06660413],[1.42315601]
[-174.21573863],[-31.0603254],[0.42457078]
[-176.27039304],[-31.64052692],[0.02111257]
[-175.5375447],[-29.91930694],[0.22132968]
[-175.52067099],[-31.48702094],[-0.05352226]
[-177.57361185],[-29.80455864],[0.69270701]
[-175.71624185],[-30.5094326],[0.12200208]
[-176.81391694],[-29.06269637],[0.51865687]
[-177.22921557],[-29.07925374],[0.55676564]
[-177.4924417],[-27.08108744],[0.56259655]
[-178.49309862],[-27.18932257],[0.65970812]
[-177.65365196],[-28.59831998],[0.59028611]
[-177.34093021],[-27.61239201],[1.07742925]
[-177.63599085],[-28.17182909],[0.78082018]
[-178.43212597],[-26.51040695],[1.41743539]
[-177.86491197],[-25.58287062],[1.26109138]
[-178.52427821],[-27.73435818],[1.54954731]
[-178.66884477],[-27.51449228],[2.29876272]
[-177.76798561],[-26.74218181],[1.77146586]
[-179.59243055],[-26.42708098],[2.56230089]
[179.82234918],[-24.68335767],[2.912751]
[-179.36382927],[-24.76693308],[2.66059919]
[-178.78677183],[-25.13311202],[1.65205941]
[-179.48081821],[-22.78376453],[1.52996113]
[-179.99708872],[-23.8050558],[1.36035872]
[-178.4262247],[-26.8447897],[0.97773983]
[-178.44101687],[-26.75281943],[0.99995494]
[-179.43763177],[-25.79462755],[0.79998577]
[-178.61708332],[-27.15034186],[0.61325533]
[-177.99941423],[-28.24158784],[0.99710542]
[-177.80311168],[-27.06264903],[0.69710497]
[-179.35688488],[-26.02587833],[1.50998139]
[-178.24394279],[-25.26127086],[1.52681135]
[-178.60002498],[-26.18035029],[1.66167869]
[-177.83237579],[-25.30081124],[1.5681561]
[-177.37543608],[-24.79270586],[2.00136138]
[-178.66837763],[-24.904395],[2.10118764]
[-178.70183638],[-25.90046862],[2.34006609]
[-179.54944238],[-27.22957835],[2.22266511]
[-179.76473604],[-26.97018273],[2.47856607]
[-178.70273376],[-26.59217143],[2.7384367]
[-179.06316827],[-23.09824145],[2.28066553]
[-177.72005538],[-26.83844052],[1.83433119]
[-179.53698721],[-25.05937198],[2.68641546]
[-178.33830534],[-24.56817757],[2.46968736]
[-177.33182371],[-24.64244398],[2.3922584]
[-176.8883895],[-23.17534535],[2.62625585]
[-176.55085108],[-19.58299032],[3.32435641]
[-173.80621936],[-18.17814538],[3.17473342]
[-173.62600456],[-12.37496462],[3.74310576]
[-173.63808786],[-10.37199185],[3.91393589]
[-171.24720583],[-6.31897273],[4.78429948]
[-170.7929087],[2.10155418],[5.22424764]
[-171.15218739],[-4.2287485],[4.80536377]
[-171.10165153],[-8.05131503],[4.69332568]
[-170.57351545],[19.13680955],[5.71127912]
[-170.2090095],[22.54631565],[5.78560075]
[-170.74788218],[19.28885609],[6.25334949]
[-170.48526852],[19.87211541],[5.77536475]
[-172.50648558],[19.6370399],[5.63034687]
[-172.14274826],[16.93236477],[5.35582253]
[-173.36011488],[19.70287164],[5.64833972]
[-174.00088165],[14.15762822],[4.81641706]
[-173.96757366],[25.58254015],[5.22728603]
[-172.49042264],[25.36520122],[5.71549855]
[-173.76582061],[22.09683285],[5.16784613]
[-172.41465218],[27.41590442],[5.45602914]
[-175.52802676],[-9.1138389],[4.28915482]
[-174.2232428],[25.38067141],[4.62180243]
[-175.49386094],[20.91809124],[4.75020771]
[-177.63893586],[-11.42175624],[5.15556081]
[-174.09560281],[27.47940423],[5.00972532]
[-176.7175204],[-16.02778636],[4.89438924]
[-175.17229623],[30.32057799],[5.56343981]
[-176.52899409],[-14.45621239],[5.76147065]
[-175.84873692],[-14.41755471],[5.45719171]
[-176.86280817],[-15.97572758],[6.36498926]
[-175.97019431],[-18.97141199],[5.60204616]
[-175.10100195],[-8.78206612],[5.82704716]
[-177.70999123],[-13.76016766],[6.71731816]
[-177.9290493],[-11.44201195],[6.55250973]
[-176.9805396],[-13.87836117],[6.12863765]
[-178.49949757],[-12.67647423],[6.43763486]
[-177.92448781],[-12.32398877],[5.79819125]
[-177.36942056],[-15.3535672],[5.78005139]
[-177.78955976],[-14.61142074],[6.00639556]
[-177.76311236],[-17.29767398],[5.7748365]
[-178.83892158],[-16.18620342],[5.67263252]
[-177.6430474],[-15.46156097],[5.5584012]
[-176.56095793],[-17.78235091],[5.97831666]
[-177.69784556],[-17.61614381],[5.22039272]
[-177.88683648],[-17.49755629],[5.7223341]
[-177.49099088],[-16.13344228],[5.67002031]
[-178.35090477],[-17.59884439],[5.23700944]
[-177.32794093],[-16.48134638],[4.91963997]
[-177.20094766],[-16.33140922],[4.98009751]
[-178.83498051],[-18.77031571],[4.75926964]
[-177.92642213],[-19.11758701],[4.35281755]
[-177.64337063],[-20.38918959],[4.34163581]
[-177.55237907],[-20.7187243],[4.14096366]
[-178.08714564],[-18.45590082],[4.74861799]
[-177.09270291],[-20.04801276],[4.59902818]
[-177.54426383],[-20.96842035],[4.48726632]
[-177.64175775],[-19.40855076],[4.4605384]
[-177.09270291],[-20.04801276],[4.59902818]
[-178.13367449],[-19.85205684],[4.49992783]
[-177.09590558],[-21.85355076],[4.54951799]
[-176.78442681],[-20.37560099],[4.6754045]
[-177.05667221],[-21.14922926],[4.02925185]
[-177.57264548],[-22.50122068],[4.11015135]
[-177.40406182],[-18.31269562],[4.26531504]
[-177.43255041],[-21.32266573],[3.83531633]
[-178.90614635],[-20.58977072],[3.88413467]
[-177.96330718],[-21.82018194],[3.90535381]
[-177.02397911],[35.09291485],[3.42652389]
[-174.77126171],[37.67728749],[3.31009066]
[-178.10358425],[32.90766364],[1.49874551]
[-177.54904684],[29.54894018],[0.90084798]
[-178.66540793],[-21.7727825],[1.69948814]
[-179.82385739],[-18.22363342],[1.04485332]
[-178.50703887],[-20.1880411],[0.58760296]
[-179.37905684],[-19.16836199],[0.40421042]
[-179.59009203],[-18.10222193],[-0.24906352]
[-178.16809603],[-21.58893094],[-0.6369454]
[-177.24922525],[31.82336667],[-2.09869766]
[-178.24243719],[31.58321168],[-3.00733945]
[-178.85580904],[30.37666281],[-2.66481725]
[-178.1709374],[28.53315568],[-3.43790452]
[-178.37829163],[30.90770383],[-3.20809209]
[-178.87009178],[32.60073373],[-4.18391128]
[-178.44698305],[27.81637385],[-4.50611128]
[-179.56229133],[33.69932355],[-4.40674626]
[-177.92010236],[33.03748044],[-3.9750649]
[-178.47457618],[34.77783557],[-4.25194123]
[-178.89060479],[-16.71976606],[-2.99241049]
[-178.87168591],[32.66485892],[-4.18585203]
[-177.84473034],[33.94485835],[-2.95475607]
[-177.84264269],[28.96359412],[-3.12332339]
[-178.22863753],[33.22009063],[-2.20962174]
[-179.85289485],[-16.41512066],[-0.72900889]
[-179.67253735],[-19.99339624],[-0.04436791]
[-177.38901107],[30.83022167],[-0.97988779]
[-177.23434263],[30.57306944],[-1.27191817]
[-179.51175329],[-20.15769743],[-0.25066595]
[-179.28612754],[-16.86990735],[0.30993412]
[-179.65000035],[-19.77732325],[0.73775266]
[-179.98624393],[-18.133256],[1.17356029]
[179.25668823],[-19.44919351],[1.72526637]
[-179.67569233],[-17.79097845],[1.3975685]
[-178.97850985],[-17.61146073],[1.89709702]
[-178.68696629],[-20.14705905],[1.92112986]
[-178.48507379],[-21.36200033],[1.64606206]
[-179.56355611],[-21.29312901],[1.20952833]
[-178.72660643],[-22.86626258],[0.51089805]
[-178.72444088],[-24.44652285],[0.59845423]
[-179.0054461],[-24.23592632],[0.96232176]
[-179.0054461],[-24.23592632],[0.96232176]
[-178.81002454],[-26.77317259],[0.58450868]
[-179.50987423],[-26.71519905],[0.70158892]
[-178.62906532],[-27.17450015],[0.15749739]
[-178.6698693],[-27.24212466],[0.92614316]
[-178.54483752],[-26.91182173],[0.2319745]
[-179.88403626],[-25.23891713],[0.34997651]
[-178.97725128],[-24.18363361],[-0.59479489]
[-178.82650145],[-26.49506284],[-0.7391491]
[-178.73258892],[-24.33765614],[-0.4750193]
[-179.6564927],[-24.09665608],[-0.81077611]
[-178.8312812],[-23.04242577],[-1.27113661]
[179.70384167],[-23.98617847],[-0.98544914]
[-178.67703128],[-24.21988924],[-1.18079795]
[-179.32594178],[-21.14850548],[-1.38105167]
[-179.14628598],[-21.89031397],[-1.39646106]
[-178.97120477],[-22.35493028],[-1.35820262]
[-179.14628598],[-21.89031397],[-1.39646106]
[-179.09149056],[-22.52017424],[-1.36703402]
[-179.54073455],[-22.74640976],[-1.52489884]
[-179.32127489],[-21.39399274],[-0.72473677]
[179.85541201],[-24.35501467],[-0.94067088]
[-179.57844662],[-23.23970038],[-1.24233214]
[-178.44222111],[-24.1694256],[-1.42206246]
[179.73712288],[-22.07432235],[-1.38770954]
[-179.12275768],[-22.11488961],[-1.52523907]
[179.73523776],[-22.97632189],[-0.67583255]
[-179.14702254],[-22.26486447],[-0.76131014]
[-179.32390318],[-23.64414849],[-0.91134063]
[-179.32390318],[-23.64414849],[-0.91134063]
[-179.14724326],[-22.22833607],[-0.76041732]
[-179.43414229],[-22.9185377],[-0.3972298]
[-179.55809336],[-23.03767473],[-0.88321888]
[-179.07184587],[-24.3692884],[-0.29527241]
[-179.52614752],[-24.78730057],[-0.0645416]
[-178.74751755],[-24.80895894],[-0.30486602]
[179.87955671],[-24.65758843],[-0.31983279]
[179.61430736],[-23.93184908],[-0.16519645]
[178.34017619],[-22.62975506],[0.22663817]
[178.36751911],[-23.33762027],[0.04600262]
[178.88093423],[-21.56928783],[-0.1625823]
[177.71228891],[-25.04222108],[0.49894286]
[177.86867425],[-24.66738467],[0.56100542]
[178.39291544],[-24.9607357],[0.40181698]
[178.77646854],[-23.91018186],[0.87389335]
[177.94926974],[-23.13462363],[1.17761561]
[178.79252738],[-24.76671296],[1.21490062]
[179.38390162],[-25.18395236],[1.3574386]
[-179.7441184],[-25.92554871],[1.56580121]
[-179.9402777],[-25.47043006],[2.2420041]
[-178.38827555],[-26.05918247],[1.79449137]
[-179.05342234],[-24.368589],[2.08590798]
[-178.40450064],[-25.558011],[1.71472216]
[-178.69030164],[-26.76620011],[1.69381152]
[-179.02567196],[-25.73455115],[1.65087768]
[179.54625906],[-26.9831574],[2.11845953]
[173.92807662],[-49.88719936],[-174.89354253]
[-178.7291308],[-31.09444816],[0.78689492]
[-178.43499981],[-30.75613952],[0.69732542]
[-179.41019494],[-29.88478594],[0.93956506]
[176.59615584],[-50.87519148],[-175.99999784]
[175.79892974],[-53.27215274],[-176.03547535]
[-178.28253433],[-34.07676125],[0.17618964]
[174.65219431],[-52.62591518],[-175.67971312]
[177.02633189],[-53.02260403],[-176.18578232]
[176.94566238],[-55.31286958],[-174.54946033]
[174.50166029],[-55.1952788],[-174.11912793]
[174.35426207],[-55.82025126],[-173.13468107]
[173.91360161],[-55.0187028],[-173.30135784]
[173.96060409],[-56.56806292],[-173.03529581]
[173.96723441],[-55.67062851],[-173.1057551]
[174.48590747],[-54.41871213],[-173.13915088]
[175.48396932],[-53.10468725],[-174.962458]
[176.14806163],[-54.32842411],[-174.35763893]
[-177.04302115],[-34.01964262],[1.38678284]
[-178.73166464],[17.40301044],[179.13570846]
[-176.19925091],[-34.26637297],[0.72791472]
[176.62272452],[-57.57319408],[-175.5883785]
[176.70463825],[-54.38339653],[-175.85420507]
[176.83757788],[-53.35704082],[-176.01637348]
[178.22991335],[-53.28155963],[-176.75934738]
[176.43431295],[-55.02792961],[-177.20278292]
[-177.8571857],[-32.74194578],[-0.68769566]
[-176.72976342],[-30.64415053],[-1.93840174]
[-177.44819032],[-31.49155926],[-2.35295043]
[-177.92498678],[-30.44323246],[-1.41334426]
[179.2756738],[-50.01371492],[179.17699106]
[179.62135584],[-49.78098313],[179.23255]
[-176.57915855],[-30.11107985],[-2.98472641]
[179.65141096],[-51.1474053],[179.1577738]
[-176.69878207],[-31.19821556],[-3.13540973]
[179.93557998],[-50.41418852],[178.82779242]
[-176.98525804],[-33.8089487],[-3.09226193]
[-175.73891759],[-29.90285431],[-4.31420451]
[-179.32302027],[-51.38755949],[178.43814315]
[-176.07003716],[-30.8573659],[-3.93111054]
[-176.77847982],[-31.242071],[-3.19367628]
[-177.11430981],[-30.30856911],[-3.16955578]
[-179.88494924],[-50.93306153],[178.79129815]
[-177.79951394],[-28.57208073],[-3.70975183]
[-177.72742767],[-28.97124467],[-3.38715837]
[-176.27787347],[-30.65060121],[-3.01529708]
[-176.76822567],[-31.11125455],[-2.4494559]
[-178.38754799],[-31.65188905],[-1.4203569]
[-178.26980589],[-33.57298902],[-0.77294094]
[-177.36503276],[-32.96720875],[-0.46931712]
[178.23605823],[-54.40644662],[-177.71192637]
[176.48875811],[-56.15740899],[-175.8659021]
[-178.45485566],[-33.00626839],[-0.17637115]
[-178.19095919],[-34.08876067],[0.05278183]
[-178.21707209],[-34.01695348],[0.19389345]
[-176.20779386],[-35.22784914],[-0.83940775]
[178.05934693],[-54.83659154],[-177.65575594]
[177.94535331],[-56.04636166],[-176.76903359]
[-179.95316021],[-54.97225565],[-178.26694718]
[179.56072914],[-56.77132756],[-178.15947436]
[-176.12496354],[-37.80012855],[-0.54997958]
[-179.02439555],[-54.90231766],[-178.74785087]
[-176.39533219],[-33.62521619],[-1.63338522]
[-176.26951129],[-33.32557893],[-1.89298533]
[-176.04053614],[-32.75889676],[-1.46939588]
[-177.11304516],[-33.13182397],[-2.28024199]
[177.3285297],[-51.18223741],[-178.53772522]
[-177.50701453],[-29.85768695],[-1.79945657]
[179.77139041],[-52.82967819],[-179.76626171]
[-179.05302546],[-51.48630834],[179.17822752]
[-175.72086513],[-31.73260894],[-2.48889152]
[-176.77153327],[-31.15095917],[-2.3297007]
[-177.34481749],[-30.69880752],[-2.45867018]
[179.50283814],[-48.8962593],[178.97096997]
[-179.64636928],[-27.0202877],[-2.39044171]
[-179.18511608],[-27.68204091],[-2.31856122]
[-178.37943177],[-23.75647441],[-3.0720737]
[-179.55828578],[-26.2024338],[-2.62985124]
[-179.50054915],[-28.42347205],[-2.45865116]
[-178.89654518],[-28.23808731],[-2.84855743]
[-178.8107513],[-27.93370312],[-2.76769825]
[-178.50012671],[-28.59435108],[-2.18543331]
